year_month,수소이온농도표층,수온(℃)표층,염분표층,용존산소량(㎎/L)표층,클로로필A(㎍/L)표층,bluecarbon_area_km2,수소이온농도표층_scaled,수온(℃)표층_scaled,염분표층_scaled,용존산소량(㎎/L)표층_scaled,클로로필A(㎍/L)표층_scaled,bluecarbon_scaled
2022-02-01,8.155,4.135,31.493,11.143,1.372,1187.8372,0.6469399538106231,0.0730198555175844,0.6374402186290169,0.8813071452759909,0.2459131995640746,0.358444846785261
2022-05-01,8.209,11.245,31.422000000000004,10.462,2.352,1188.231,0.7716512702078511,0.3805857161396375,0.594321718666972,0.7660006772773451,0.497211359702545,0.41205298193548856
2022-08-01,8.171,24.482,31.033,8.109,2.354,1188.6381,0.6838914549653552,0.953194618678894,0.3580809231002781,0.3675922790382662,0.4977242130905828,0.46747165085284337
2022-11-01,8.307875,15.691999999999998,31.241,7.987,1.6149999999999998,1189.0453,1.0,0.5729549682052167,0.4843999089045745,0.3469353200135456,0.3082248862106544,0.5229039328060594
2023-02-01,8.056000000000001,4.066,31.222,10.985,1.805,1189.4524,0.4183025404157057,0.0700350391486784,0.472861155393609,0.8545546901456147,0.3569459580742355,0.5783226017233858
2023-05-01,8.231,11.706,31.19,10.106,2.31,1189.8462,0.8224595842956113,0.400527750140589,0.4534274652698684,0.7057229935658653,0.4864414385537533,0.6319307368736133
2023-08-01,8.083,23.981,30.44337500000001,8.162,4.312749999999999,1190.2533,0.4806581986143179,0.931522256348142,0.0,0.3765662038604811,1.0,0.6873494057909966
2023-11-01,8.039,17.874000000000002,31.205,7.829000000000001,0.64,1190.6604,0.3790415704387975,0.6673443785958386,0.4625370075153725,0.3201828648831697,0.0582088595422783,0.7427680747083514
2024-02-01,8.024,4.982,31.203,10.764,4.312749999999999,1191.0676,0.3443995381062308,0.1096595579011117,0.4613224018826365,0.817135116830342,1.0,0.798200356661539
2024-05-01,8.144,12.376,31.226,9.992,2.724,1191.4658,0.621535796766743,0.4295107496647489,0.475290366659074,0.6864205892312905,0.5926020898775562,0.8524074653888363
2024-08-01,8.14,25.564,30.521,7.967,3.106,1191.8729,0.61229792147806,1.0,0.0471418811204671,0.3435489332881816,0.690557086992756,0.9078261343062195
2024-11-01,8.001000000000001,18.605,31.704,7.742,1.417,1192.2801,0.2912817551963051,0.6989661288229441,0.7655811128824119,0.3054520826278362,0.2574524007949228,0.9632584162594071
2025-02-01,8.097,3.1990000000000003,31.726,10.16,2.224,1192.55,0.5129907621247085,0.0325301726002509,0.7789417748424832,0.7148662377243482,0.4643887428681326,1.0
2025-05-01,8.073,11.377,31.691000000000003,10.255,2.9240000000000004,1192.55,0.4575635103926103,0.3862957996279793,0.7576861762696439,0.7309515746698272,0.6438874286813259,1.0
2025-08-01,8.07,23.522,31.231,8.248000000000001,1.216,1192.55,0.4506351039260963,0.9116667387636802,0.4783268807409087,0.3911276667795464,0.2059106352971344,1.0
2025-11-01,8.001000000000001,17.328,31.19,8.948,4.312749999999999,1192.55,0.2912817551963051,0.6437253968940605,0.4534274652698684,0.5096512021672877,1.0,1.0
