year_month,수소이온농도표층,수온(℃)표층,염분표층,용존산소량(㎎/L)표층,클로로필A(㎍/L)표층,bluecarbon_area_km2,수소이온농도표층_scaled,수온(℃)표층_scaled,염분표층_scaled,용존산소량(㎎/L)표층_scaled,클로로필A(㎍/L)표층_scaled,bluecarbon_scaled
2019-02-01,8.25404255319149,10.897659574468086,34.32468085106383,8.87127659574468,0.8208510638297872,12.6337,0.7273688663282556,0.2031710002921546,0.9945907421282508,0.387623663767346,0.2202103337905807,0.27986030852720933
2019-05-01,8.227872340425531,13.774893617021275,34.06085106382979,9.571063829787231,0.9782978723404256,12.7311,0.6233079526226675,0.3551250646110974,0.9039491237367728,0.6060022574862223,0.2803637656861251,0.30433144063112394
2019-08-01,8.142765957446809,24.90531914893617,33.032765957446806,8.091489361702127,0.7985106382978724,12.8319,0.2848984771573626,0.9429512101939456,0.5507392043274049,0.1442799282916143,0.2116750495351318,0.32965680116577056
2019-11-01,8.173829787234043,17.940212765957444,33.255531914893616,8.18659574468085,1.7834042553191491,12.9326,0.4084179357022037,0.5751061869339504,0.6272728934047258,0.1739592324546843,0.5879591525682062,0.35495703733480743
2020-02-01,8.199148936170213,12.16404255319149,33.984468085106386,8.648510638297873,0.8506382978723404,13.0334,0.5090947546531268,0.2700519136121536,0.8777069132508544,0.3181063674390816,0.2315907127978458,0.38028239786945406
2020-05-01,8.182765957446808,15.258085106382978,34.05936170212766,9.89468085106383,2.8295744680851067,13.132,0.4439509306260518,0.4334561880576218,0.9034374371813368,0.7069915676249918,0.9876543209876544,0.40505502236068525
2020-08-01,8.180851063829786,22.333829787234045,31.767021276595745,9.743404255319149,1.5429787234042551,13.2327,0.4363367174280839,0.8071443018630471,0.1158787302863633,0.6597835469092357,0.4961032362952801,0.4303552585297221
2020-11-01,8.244255319148937,15.60808510638298,33.47255319148936,8.503829787234043,2.861888297872341,13.3335,0.6884517766497495,0.4519405802638381,0.7018329343396505,0.2729566429851937,1.0,0.45568061906436874
2021-02-01,8.241702127659575,9.872127659574469,34.263829787234044,9.458297872340426,0.7825531914893618,13.4342,0.6782994923857899,0.1490100456210531,0.973684691434732,0.570812031073634,0.2055784179240969,0.4809808552334056
2021-05-01,8.322606382978723,13.079574468085106,34.17787234042553,10.30531914893617,2.771702127659575,13.5317,1.0,0.3184034878755871,0.9441530673781529,0.8351371090897022,0.9655438703449678,0.5054771117029295
2021-08-01,8.178510638297873,24.73106382978723,32.810212765957445,8.143829787234042,0.5323404255319149,13.6324,0.4270304568527905,0.9337483425848933,0.4742786133294352,0.1606135050793438,0.1099832342630696,0.5307773478719664
2021-11-01,8.18,17.45127659574468,33.672340425531914,7.629148936170212,1.9170212765957448,13.7332,0.432952622673433,0.5492842214081848,0.7704720308473885,0.0,0.6390082812579383,0.5561027084066126
2022-02-01,8.16148936170213,9.097234042553191,34.098085106382975,9.232978723404257,0.7217021276595745,13.8481,0.3593485617597309,0.1080859383778681,0.9167412876226652,0.500497974902065,0.1823299293806838,0.5849706044922365
2022-05-01,8.178510638297873,15.06340425531915,33.90914893617021,9.351702127659571,1.19,13.9861,0.4270304568527905,0.4231745960401825,0.851830193161673,0.5375473076156956,0.3612457450591881,0.6196422290337171
2022-08-01,8.20659574468085,24.277021276595743,31.429734042553186,7.757021276595744,0.9419148936170212,14.1288,0.5387055837563395,0.9097691979234556,0.0,0.0399043888188037,0.2664634456129655,0.6554946987588561
2022-11-01,8.190851063829788,16.9163829787234,33.58276595744681,7.767659574468085,1.5404255319148938,14.2715,0.4760998307952633,0.521035125963548,0.7396977394418958,0.0432242214992366,0.4951277752375146,0.6913471684839956
2023-02-01,8.23723404255319,10.713617021276596,34.11808510638298,8.970638297872341,0.634468085106383,14.4142,0.6605329949238552,0.1934512439040834,0.9236125070813764,0.4186309010025897,0.149001676573693,0.727199638209135
2023-05-01,8.249787234042554,14.54468085106383,33.51723404255319,10.10468085106383,2.490851063829787,14.5523,0.7104483925549943,0.3957794907521855,0.717183531002723,0.7725250647367372,0.8582431539907533,0.7618963871162254
2023-08-01,8.081276595744681,24.08042553191489,32.71425531914893,8.251914893617021,0.5751063829787234,14.695,0.040397631133672,0.8993864754927299,0.4413113795435013,0.1943430051125427,0.1263222069806431,0.7977488568413649
2023-11-01,8.166595744680851,15.70191489361702,33.63765957446809,8.03063829787234,1.1980851063829787,14.8377,0.3796531302876502,0.4568959705148662,0.7585570439136724,0.125290485359538,0.3643347050754458,0.8336013265665043
2024-02-01,8.168510638297873,7.05063829787234,33.33340425531915,10.833617021276597,2.7855319148936166,14.9804,0.3872673434856182,0.0,0.6540267904460819,1.0,0.9708276177411976,0.8694537962916433
2024-05-01,8.229574468085106,15.594255319148935,34.02297872340425,9.509787234042554,2.225106382978723,15.12,0.6300761421319763,0.4512101939456592,0.8909376656128334,0.5868800212469294,0.7567139155616521,0.90452741068288
2024-08-01,8.149787234042554,25.985531914893617,32.38148936170213,8.594468085106383,0.7261702127659575,15.2627,0.3128172588832498,1.0,0.3269859834432864,0.3012416174224821,0.1840369862317736,0.9403798804080199
2024-11-01,8.193617021276596,18.93446808510638,32.28957446808511,8.174255319148935,1.6538297872340426,15.4054,0.4870981387478892,0.6276153448547093,0.295407613164965,0.1701082265453819,0.5384545038866027,0.9762323501331593
2025-02-01,8.152553191489362,8.763617021276595,34.09297872340426,10.055531914893615,0.7906382978723405,15.5,0.3238155668358757,0.0904667730408791,0.9149869337183176,0.7571874377531373,0.2086673779403546,1.0
2025-05-01,8.188723404255319,13.651063829787237,33.98744680851064,9.999148936170211,1.1814893617021276,15.5,0.4676395939086291,0.3485852978852507,0.8787302863617263,0.7395923245468423,0.3579942081999694,1.0
2025-08-01,8.119148936170212,24.94872340425532,33.33468085106383,8.618297872340426,0.7346808510638299,15.5,0.1909898477157341,0.9452434995617682,0.6544653789221684,0.308678042626652,0.1872885230909922,1.0
2025-11-01,8.161914893617022,17.11404255319149,33.528936170212766,8.225531914893617,1.6359574468085107,15.5,0.3610406091370564,0.5314740319572105,0.7212039253668614,0.1861098200650688,0.5316262764822436,1.0
